timestamp,date,latitude,longitude
1636601136,"2021-11-11 03:25:36",49.244498,3.926344
1636601141,"2021-11-11 03:25:41",49.244171,3.924335
1636601147,"2021-11-11 03:25:47",49.243842,3.921929
1636601153,"2021-11-11 03:25:53",49.243529,3.919437
1636601158,"2021-11-11 03:25:58",49.243272,3.917344
1636601163,"2021-11-11 03:26:03",49.243027,3.915257
1636601169,"2021-11-11 03:26:09",49.242756,3.912737
1636601175,"2021-11-11 03:26:15",49.242593,3.910213
1636601180,"2021-11-11 03:26:20",49.242558,3.908062
1636601186,"2021-11-11 03:26:26",49.242645,3.905466
1636601192,"2021-11-11 03:26:32",49.242825,3.902956
1636601197,"2021-11-11 03:26:37",49.243024,3.900641
1636601202,"2021-11-11 03:26:42",49.243186,3.898405
1636601207,"2021-11-11 03:26:47",49.243253,3.896141
1636601212,"2021-11-11 03:26:52",49.243204,3.893851
1636601218,"2021-11-11 03:26:58",49.242986,3.891189
1636601224,"2021-11-11 03:27:04",49.242632,3.888638
1636601229,"2021-11-11 03:27:09",49.242216,3.886588
1636601234,"2021-11-11 03:27:14",49.241717,3.88462
1636601239,"2021-11-11 03:27:19",49.241147,3.882695
1636601245,"2021-11-11 03:27:25",49.240392,3.880505
1636601251,"2021-11-11 03:27:31",49.239711,3.878534
1636601257,"2021-11-11 03:27:37",49.238979,3.876414
1636601262,"2021-11-11 03:27:42",49.238356,3.874599
1636601268,"2021-11-11 03:27:48",49.237622,3.872486
1636601274,"2021-11-11 03:27:54",49.236946,3.870459
1636601279,"2021-11-11 03:27:59",49.236372,3.868717
1636601285,"2021-11-11 03:28:05",49.235698,3.866442
1636601290,"2021-11-11 03:28:10",49.235181,3.864372
1636601296,"2021-11-11 03:28:16",49.234636,3.861786
1636601301,"2021-11-11 03:28:21",49.234261,3.859552
1636601306,"2021-11-11 03:28:26",49.233975,3.857336
1636601311,"2021-11-11 03:28:31",49.233757,3.855113
1636601317,"2021-11-11 03:28:37",49.23357,3.85259
1636601323,"2021-11-11 03:28:43",49.233398,3.849882
1636601328,"2021-11-11 03:28:48",49.233244,3.84775
1636601333,"2021-11-11 03:28:53",49.233065,3.845631
1636601337,"2021-11-11 03:28:57",49.232814,3.84351
1636601344,"2021-11-11 03:29:04",49.23243,3.84098
1636601350,"2021-11-11 03:29:10",49.231968,3.838574
1636601356,"2021-11-11 03:29:16",49.231426,3.836176
1636601362,"2021-11-11 03:29:22",49.230775,3.833779
1636601367,"2021-11-11 03:29:27",49.230193,3.831877
1636601372,"2021-11-11 03:29:32",49.229567,3.830078
1636601378,"2021-11-11 03:29:38",49.228744,3.827921
1636601384,"2021-11-11 03:29:44",49.227777,3.825746
1636601390,"2021-11-11 03:29:50",49.226717,3.823633
1636601395,"2021-11-11 03:29:55",49.225769,3.821924
1636601401,"2021-11-11 03:30:01",49.224581,3.819914
1636601407,"2021-11-11 03:30:07",49.22331,3.817924
1636601413,"2021-11-11 03:30:13",49.222047,3.815885
1636601419,"2021-11-11 03:30:19",49.220853,3.813777
1636601424,"2021-11-11 03:30:24",49.219943,3.811992
1636601429,"2021-11-11 03:30:29",49.219056,3.810158
1636601435,"2021-11-11 03:30:35",49.218067,3.807857
1636601440,"2021-11-11 03:30:40",49.217322,3.805942
1636601446,"2021-11-11 03:30:46",49.21643,3.803562
1636601451,"2021-11-11 03:30:51",49.21574,3.801737
1636601457,"2021-11-11 03:30:57",49.214964,3.799687
1636601463,"2021-11-11 03:31:03",49.214151,3.797594
1636601469,"2021-11-11 03:31:09",49.213321,3.795392
1636601474,"2021-11-11 03:31:14",49.212647,3.793494
1636601480,"2021-11-11 03:31:20",49.211911,3.791151
1636601485,"2021-11-11 03:31:25",49.21134,3.789218
1636601491,"2021-11-11 03:31:31",49.210729,3.786839
1636601497,"2021-11-11 03:31:37",49.210155,3.784436
1636601502,"2021-11-11 03:31:42",49.209669,3.782379
1636601507,"2021-11-11 03:31:47",49.209165,3.780319
1636601513,"2021-11-11 03:31:53",49.208478,3.777919
1636601519,"2021-11-11 03:31:59",49.20773,3.775604
1636601525,"2021-11-11 03:32:05",49.206939,3.773469
1636601530,"2021-11-11 03:32:10",49.206194,3.771711
1636601535,"2021-11-11 03:32:15",49.205384,3.769986
1636601540,"2021-11-11 03:32:20",49.204549,3.768392
1636601546,"2021-11-11 03:32:26",49.203495,3.766601
1636601551,"2021-11-11 03:32:31",49.202564,3.765128
1636601556,"2021-11-11 03:32:36",49.201569,3.763676
1636601562,"2021-11-11 03:32:42",49.200361,3.762065
1636601568,"2021-11-11 03:32:48",49.198996,3.760486
1636601574,"2021-11-11 03:32:54",49.197591,3.759037
1636601579,"2021-11-11 03:32:59",49.196321,3.757905
1636601585,"2021-11-11 03:33:05",49.194755,3.7567
1636601590,"2021-11-11 03:33:10",49.193399,3.755757
1636601595,"2021-11-11 03:33:15",49.191982,3.754878
1636601600,"2021-11-11 03:33:20",49.190544,3.754111
1636601606,"2021-11-11 03:33:26",49.188943,3.753313
1636601612,"2021-11-11 03:33:32",49.187413,3.752581
1636601618,"2021-11-11 03:33:38",49.185897,3.751859
1636601624,"2021-11-11 03:33:44",49.184365,3.751127
1636601629,"2021-11-11 03:33:49",49.183075,3.750515
1636601634,"2021-11-11 03:33:54",49.181771,3.749897
1636601640,"2021-11-11 03:34:00",49.180196,3.749105
1636601646,"2021-11-11 03:34:06",49.178627,3.748204
1636601652,"2021-11-11 03:34:12",49.177083,3.747168
1636601657,"2021-11-11 03:34:17",49.175785,3.746281
1636601662,"2021-11-11 03:34:22",49.174515,3.745311
1636601667,"2021-11-11 03:34:27",49.173274,3.744284
1636601673,"2021-11-11 03:34:33",49.171779,3.742959
1636601678,"2021-11-11 03:34:38",49.170585,3.741724
1636601683,"2021-11-11 03:34:43",49.169441,3.740486
1636601689,"2021-11-11 03:34:49",49.16822,3.739065
1636601694,"2021-11-11 03:34:54",49.167187,3.737792
1636601699,"2021-11-11 03:34:59",49.1662,3.736508
1636601705,"2021-11-11 03:35:05",49.165028,3.734865
1636601710,"2021-11-11 03:35:10",49.16407,3.733429
1636601716,"2021-11-11 03:35:16",49.162928,3.731605
1636601722,"2021-11-11 03:35:22",49.161908,3.729822
1636601728,"2021-11-11 03:35:28",49.160967,3.728058
1636601734,"2021-11-11 03:35:34",49.160064,3.726299
1636601739,"2021-11-11 03:35:39",49.159337,3.72481
